Job;Evaluations;Productivity;Attendance;Absenteeism;Lateness;Discipline;Penalties;Innovation;Problem Solving;Work Quality;Work Completion Time
Section Chef;0,97;0,80;0,82;0,03;0,05;0,99;0,04;0,16;0,03;0,83;0,93
Section Chef;0,91;0,81;0,92;0,08;0,07;0,96;0,00;0,01;0,08;0,99;0,97
Section Chef;0,93;0,90;1,00;0,08;0,07;0,93;0,03;0,11;0,04;0,97;0,88
Section Chef;0,95;0,80;0,84;0,00;0,01;0,90;0,07;0,18;0,02;0,89;0,97
Section Chef;0,91;0,96;0,79;0,06;0,02;0,91;0,06;0,26;0,04;0,98;0,99
Section Chef;0,85;0,87;0,84;0,07;0,01;1,00;0,05;0,14;0,04;0,99;0,91
Section Chef;0,96;0,99;0,83;0,02;0,01;0,89;0,00;0,18;0,03;0,98;0,93
Section Chef;0,90;0,93;0,83;0,01;0,07;1,00;0,01;0,17;0,06;0,85;0,97
Section Chef;0,97;0,90;0,90;0,05;0,01;0,91;0,07;0,22;0,04;0,97;1,00
Section Chef;0,91;0,88;0,91;0,06;0,03;0,94;0,07;0,23;0,08;0,80;0,89
Section Chef;0,96;0,86;0,80;0,07;0,05;0,89;0,02;0,13;0,03;0,94;0,89
Section Chef;0,91;0,95;0,93;0,04;0,01;0,90;0,06;0,10;0,03;0,97;0,97
Section Chef;0,98;1,00;0,82;0,06;0,07;0,99;0,02;0,16;0,05;0,86;0,93
Section Chef;0,91;0,94;0,80;0,06;0,09;0,98;0,02;0,21;0,07;1,00;0,99
Section Chef;0,85;0,85;1,00;0,05;0,09;0,99;0,04;0,01;0,06;0,81;0,97
Section Chef;0,86;1,00;0,88;0,02;0,01;1,00;0,07;0,04;0,05;0,93;0,88
Section Chef;0,89;0,97;0,88;0,06;0,05;0,98;0,02;0,09;0,08;0,92;0,94
Section Chef;0,87;0,88;0,90;0,03;0,08;1,00;0,07;0,14;0,07;0,95;0,96
Section Chef;0,86;0,96;0,96;0,06;0,06;0,89;0,00;0,02;0,05;0,84;0,90
Section Chef;0,92;1,00;0,81;0,08;0,02;0,89;0,05;0,17;0,01;0,98;0,99
Section Chef;0,98;0,86;0,81;0,06;0,07;1,00;0,04;0,27;0,03;0,92;0,94
Section Chef;0,96;0,89;1,00;0,07;0,00;0,94;0,01;0,17;0,06;0,92;1,00
Section Chef;0,91;0,90;0,82;0,04;0,00;0,97;0,02;0,05;0,01;0,92;0,97
Section Chef;0,92;1,00;0,93;0,08;0,06;1,00;0,04;0,17;0,02;0,99;0,93
Section Chef;0,92;0,98;0,82;0,07;0,02;0,91;0,01;0,01;0,06;0,91;0,91
Section Chef;0,98;0,90;0,99;0,08;0,03;0,97;0,06;0,07;0,04;0,86;0,98
Section Chef;0,98;0,80;0,96;0,05;0,03;0,91;0,05;0,08;0,10;0,91;0,91
Section Chef;0,97;0,80;0,94;0,00;0,00;0,99;0,05;0,24;0,04;0,93;0,89
Section Chef;0,82;0,85;0,99;0,02;0,04;1,00;0,02;0,25;0,03;0,83;0,94
Section Chef;0,85;0,81;0,97;0,01;0,04;0,93;0,00;0,10;0,02;0,92;0,92
Section Chef;0,86;0,82;0,84;0,08;0,06;0,99;0,05;0,16;0,06;0,88;1,00
Section Chef;0,86;0,93;0,88;0,08;0,08;0,99;0,03;0,14;0,07;0,91;1,00
Section Chef;0,81;0,89;0,79;0,06;0,05;0,96;0,06;0,13;0,06;0,85;0,96
Section Chef;0,99;0,80;0,92;0,02;0,09;1,00;0,03;0,29;0,10;0,98;0,93
Section Chef;0,83;0,92;0,94;0,01;0,03;0,93;0,00;0,01;0,03;0,87;0,98
Section Chef;0,89;0,93;0,93;0,02;0,08;0,93;0,07;0,21;0,09;0,81;0,93
Section Chef;0,91;0,80;0,81;0,01;0,02;0,92;0,05;0,24;0,07;0,90;0,98
Section Chef;0,99;0,96;0,79;0,06;0,04;0,94;0,07;0,12;0,10;0,95;0,95
Section Chef;0,99;0,91;0,91;0,06;0,00;0,89;0,00;0,20;0,04;0,92;0,98
Section Chef;0,88;0,99;0,82;0,05;0,08;0,95;0,06;0,12;0,10;0,85;0,99
Section Chef;0,89;1,00;0,98;0,07;0,06;0,97;0,03;0,24;0,08;0,93;0,98
Section Chef;0,97;0,99;0,97;0,07;0,07;0,93;0,06;0,28;0,08;0,85;0,98
Section Chef;0,82;0,89;0,81;0,00;0,02;0,90;0,00;0,16;0,07;0,96;0,91
Section Chef;0,84;0,91;0,96;0,06;0,04;0,91;0,04;0,14;0,06;0,99;0,88
Section Chef;0,87;1,00;0,88;0,04;0,08;0,92;0,07;0,12;0,02;0,86;0,94
Section Chef;0,82;0,82;0,97;0,04;0,09;0,99;0,04;0,19;0,03;1,00;0,92
Section Chef;0,81;0,80;0,86;0,00;0,03;0,94;0,02;0,21;0,07;0,92;0,90
Section Chef;0,87;0,83;0,87;0,05;0,03;0,95;0,05;0,21;0,03;1,00;1,00
Section Chef;0,83;1,00;0,94;0,05;0,00;0,98;0,07;0,18;0,10;0,87;0,87
Section Chef;0,81;0,94;0,80;0,04;0,04;0,91;0,06;0,04;0,06;0,82;0,95
Section Chef;0,83;0,89;0,88;0,07;0,04;0,95;0,03;0,10;0,06;0,94;0,89
Section Chef;1,00;0,91;0,93;0,02;0,04;0,90;0,07;0,06;0,06;0,98;0,89
Section Chef;0,97;0,86;0,92;0,00;0,02;0,98;0,06;0,23;0,02;0,98;0,90
Section Chef;0,95;0,88;0,79;0,05;0,06;0,90;0,03;0,23;0,07;0,87;0,89
Section Chef;0,91;0,91;1,00;0,01;0,03;0,98;0,06;0,30;0,08;0,92;0,91
Section Chef;0,97;1,00;0,90;0,01;0,03;0,92;0,05;0,01;0,01;1,00;0,90
Section Chef;0,96;0,85;1,00;0,08;0,02;0,89;0,01;0,16;0,04;0,88;0,94
Section Chef;0,85;0,94;0,90;0,02;0,01;0,97;0,04;0,30;0,02;0,83;0,93
Section Chef;0,89;0,95;0,95;0,01;0,09;0,89;0,05;0,03;0,03;0,99;0,92
Section Chef;0,93;0,86;0,79;0,01;0,03;0,91;0,05;0,25;0,01;0,92;0,91
Section Chef;1,00;0,82;0,95;0,08;0,01;0,99;0,00;0,11;0,03;0,95;0,93
Section Chef;0,94;0,89;0,90;0,05;0,08;0,91;0,07;0,02;0,01;0,99;0,87
Section Chef;0,82;0,86;0,94;0,03;0,02;1,00;0,03;0,25;0,10;0,84;0,96
Section Chef;0,86;0,91;0,90;0,03;0,05;0,90;0,05;0,07;0,08;0,83;0,89
Section Chef;0,99;0,82;1,00;0,00;0,03;0,89;0,03;0,19;0,02;0,96;1,00
Section Chef;0,98;0,98;0,96;0,02;0,01;0,94;0,06;0,12;0,08;0,80;0,93
Section Chef;1,00;0,99;0,85;0,03;0,03;0,95;0,01;0,08;0,04;0,86;0,93
Section Chef;0,88;0,97;0,86;0,04;0,05;0,98;0,03;0,27;0,08;0,93;0,92
Section Chef;0,85;0,89;0,79;0,07;0,07;0,99;0,02;0,12;0,05;0,97;0,95
Section Chef;0,98;1,00;0,83;0,03;0,07;0,92;0,05;0,17;0,07;0,92;0,89
Section Chef;0,84;0,90;0,99;0,04;0,05;1,00;0,01;0,06;0,08;0,87;0,99
Section Chef;0,97;0,84;0,88;0,01;0,02;0,94;0,03;0,23;0,03;0,85;0,97
Section Chef;0,86;0,92;0,89;0,03;0,00;0,91;0,03;0,26;0,01;0,80;0,92
Section Chef;0,92;0,89;0,98;0,02;0,08;0,98;0,07;0,04;0,08;0,83;0,95
Section Chef;0,90;0,84;0,88;0,02;0,09;0,90;0,06;0,11;0,09;0,91;0,89
Section Chef;0,82;0,84;0,92;0,01;0,02;0,94;0,02;0,02;0,08;1,00;0,90
Section Chef;0,89;0,90;0,89;0,05;0,01;0,99;0,06;0,12;0,02;0,98;0,91
Section Chef;0,97;0,83;0,84;0,01;0,09;0,94;0,04;0,26;0,03;0,90;0,88
Section Chef;0,97;0,99;0,89;0,07;0,04;0,90;0,07;0,26;0,09;0,97;0,96
Section Chef;0,83;1,00;0,98;0,02;0,02;0,90;0,03;0,30;0,07;0,87;0,92
Section Chef;0,87;0,97;1,00;0,07;0,03;0,96;0,00;0,07;0,06;0,89;0,88
Section Chef;0,81;0,83;0,90;0,03;0,09;0,93;0,07;0,16;0,06;0,80;0,89
Section Chef;0,97;0,88;0,79;0,04;0,02;0,91;0,06;0,05;0,05;0,92;1,00
Section Chef;0,87;0,85;0,96;0,07;0,00;0,96;0,00;0,17;0,01;0,84;0,99
Section Chef;0,93;0,93;0,82;0,00;0,02;1,00;0,00;0,22;0,04;0,83;0,90
Section Chef;0,92;0,91;0,80;0,05;0,05;0,95;0,03;0,28;0,06;0,83;0,88
Section Chef;0,99;1,00;0,88;0,08;0,08;0,91;0,06;0,02;0,01;0,81;0,89
Section Chef;0,91;0,93;0,80;0,02;0,04;0,97;0,07;0,04;0,01;0,93;0,99
Section Chef;0,81;0,88;0,82;0,03;0,08;0,89;0,00;0,27;0,09;1,00;0,96
Section Chef;0,91;0,84;0,86;0,00;0,03;1,00;0,04;0,04;0,05;1,00;0,96
Section Chef;0,89;0,96;0,98;0,06;0,07;0,91;0,06;0,19;0,01;0,85;1,00
Section Chef;0,97;1,00;0,90;0,03;0,00;0,97;0,06;0,12;0,05;0,90;0,91
Section Chef;0,87;0,97;0,84;0,08;0,02;0,94;0,00;0,10;0,01;0,87;0,97
Section Chef;0,82;0,91;0,82;0,02;0,05;0,96;0,07;0,27;0,01;0,94;0,99
Section Chef;0,82;0,82;0,91;0,06;0,05;0,93;0,07;0,08;0,02;0,84;1,00
Section Chef;0,99;0,90;0,79;0,01;0,00;0,99;0,02;0,23;0,03;0,89;0,89
Section Chef;1,00;0,82;0,88;0,05;0,07;0,95;0,03;0,01;0,05;0,80;0,93
Section Chef;0,87;0,86;0,95;0,01;0,05;0,95;0,05;0,30;0,10;0,95;0,92
Section Chef;0,90;0,87;0,87;0,03;0,01;0,96;0,03;0,09;0,04;0,96;0,87
Section Chef;0,88;0,93;0,81;0,02;0,09;0,89;0,00;0,29;0,05;0,91;0,90
Section Chef;0,82;0,83;0,82;0,05;0,03;0,98;0,06;0,28;0,05;0,93;0,89
Section Chef;0,93;0,98;0,98;0,08;0,07;0,89;0,06;0,24;0,01;0,84;0,95
Section Chef;0,84;0,88;0,90;0,03;0,01;0,89;0,05;0,22;0,02;0,97;0,95
Section Chef;0,97;0,96;0,81;0,03;0,03;0,92;0,01;0,05;0,05;0,84;1,00
Section Chef;0,94;0,98;1,00;0,07;0,01;0,95;0,07;0,17;0,02;0,87;0,92
Section Chef;0,94;0,87;1,00;0,05;0,08;0,98;0,05;0,27;0,06;0,92;0,88
Section Chef;0,85;0,94;0,97;0,01;0,06;0,93;0,04;0,25;0,03;0,98;0,93
Section Chef;0,90;0,81;0,91;0,06;0,01;0,96;0,02;0,28;0,10;0,95;0,98
Section Chef;1,00;0,80;1,00;0,05;0,04;0,93;0,05;0,08;0,05;0,80;1,00
Section Chef;0,91;0,88;0,85;0,00;0,08;0,97;0,05;0,09;0,05;0,90;0,88
Security Guard;0,64;0,75;0,80;0,16;0,08;0,83;0,07;0,01;0,01;0,80;0,92
Security Guard;0,91;0,71;0,74;0,09;0,15;0,79;0,00;0,04;0,01;0,84;0,89
Security Guard;0,65;0,58;0,51;0,11;0,00;0,96;0,06;0,01;0,00;0,96;0,97
Security Guard;0,90;0,73;0,89;0,01;0,07;0,76;0,00;0,00;0,01;0,95;0,98
Security Guard;0,92;0,74;0,56;0,20;0,10;0,99;0,07;0,04;0,03;0,91;0,88
Security Guard;0,92;0,68;0,93;0,05;0,07;0,85;0,09;0,04;0,00;0,84;0,88
Security Guard;0,67;0,72;0,54;0,05;0,12;0,91;0,00;0,00;0,04;0,87;0,92
Security Guard;0,62;0,55;0,82;0,19;0,03;0,93;0,02;0,05;0,04;0,97;0,89
Security Guard;0,92;0,78;0,82;0,12;0,00;0,90;0,02;0,04;0,02;0,79;0,89
Security Guard;0,71;0,89;0,90;0,09;0,08;0,96;0,06;0,00;0,04;0,87;0,99
Security Guard;0,66;0,56;0,90;0,01;0,14;0,72;0,08;0,01;0,03;0,85;0,98
Security Guard;0,68;0,57;0,76;0,19;0,06;0,81;0,03;0,04;0,00;0,72;0,94
Security Guard;0,73;0,84;0,81;0,02;0,09;0,74;0,01;0,05;0,05;0,88;0,97
Security Guard;0,63;0,61;0,79;0,06;0,09;0,73;0,07;0,05;0,01;0,76;0,96
Security Guard;0,79;0,89;0,72;0,01;0,05;0,77;0,07;0,03;0,05;0,94;0,99
Security Guard;0,75;0,84;0,65;0,19;0,12;0,94;0,01;0,01;0,04;0,71;0,96
Security Guard;0,79;0,71;0,70;0,17;0,13;0,72;0,00;0,00;0,01;0,79;0,92
Security Guard;0,74;0,56;0,59;0,19;0,00;1,00;0,05;0,03;0,00;0,96;0,99
Security Guard;0,85;0,70;0,95;0,08;0,03;0,78;0,06;0,03;0,01;0,77;0,91
Security Guard;0,84;0,64;0,88;0,20;0,05;0,89;0,08;0,00;0,03;0,82;0,89
Security Guard;0,91;0,71;0,52;0,10;0,06;0,80;0,02;0,00;0,03;0,78;0,92
Security Guard;0,61;0,55;0,95;0,08;0,14;0,82;0,06;0,03;0,02;0,95;0,97
Security Guard;0,87;0,89;0,81;0,07;0,12;0,89;0,07;0,05;0,05;0,75;0,95
Security Guard;0,72;0,86;0,80;0,02;0,03;0,88;0,09;0,03;0,02;0,87;0,89
Security Guard;0,63;0,69;0,54;0,16;0,04;0,73;0,07;0,01;0,01;0,90;0,91
Security Guard;0,67;0,84;0,83;0,15;0,08;0,79;0,04;0,05;0,02;0,71;0,90
Security Guard;0,86;0,57;0,52;0,11;0,01;0,71;0,00;0,04;0,01;0,70;0,96
Security Guard;0,94;0,51;0,60;0,01;0,00;0,94;0,07;0,01;0,02;0,70;0,95
Security Guard;0,67;0,90;0,82;0,01;0,06;0,74;0,08;0,03;0,05;0,87;0,95
Security Guard;0,79;0,86;0,71;0,01;0,07;0,70;0,03;0,03;0,04;0,75;0,92
Security Guard;0,74;0,61;0,58;0,08;0,13;0,87;0,10;0,04;0,03;0,87;0,88
Security Guard;0,85;0,70;0,66;0,05;0,14;0,96;0,07;0,02;0,04;0,80;0,89
Security Guard;0,70;0,72;0,67;0,07;0,06;0,77;0,03;0,00;0,02;0,84;0,93
Security Guard;0,95;0,66;0,81;0,14;0,15;0,99;0,08;0,05;0,02;0,89;0,91
Security Guard;0,90;0,64;0,64;0,07;0,11;0,99;0,08;0,03;0,05;0,91;0,91
Security Guard;0,73;0,71;0,76;0,10;0,09;0,87;0,10;0,02;0,05;0,92;0,99
Security Guard;0,65;0,63;0,68;0,07;0,02;0,75;0,07;0,02;0,02;0,87;0,99
Security Guard;0,70;0,85;0,90;0,13;0,08;1,00;0,04;0,03;0,05;0,79;0,91
Security Guard;0,62;0,86;0,72;0,15;0,01;0,73;0,10;0,04;0,05;0,97;0,90
Security Guard;0,77;0,54;0,55;0,04;0,07;0,75;0,10;0,02;0,00;0,82;0,98
Security Guard;0,66;0,56;0,63;0,18;0,03;0,80;0,08;0,01;0,02;0,85;0,95
Security Guard;0,85;0,73;0,69;0,01;0,13;0,81;0,06;0,03;0,05;0,97;0,97
Security Guard;0,90;0,73;0,86;0,11;0,03;0,97;0,05;0,01;0,00;0,74;0,89
Security Guard;0,90;0,64;0,83;0,10;0,03;0,74;0,03;0,03;0,01;0,85;0,89
Security Guard;0,72;0,56;0,51;0,05;0,05;0,92;0,00;0,01;0,01;0,71;0,95
Security Guard;0,73;0,68;0,67;0,06;0,12;0,78;0,04;0,00;0,01;0,94;0,99
Security Guard;0,92;0,65;0,69;0,20;0,01;0,73;0,07;0,02;0,00;0,76;0,96
Security Guard;0,93;0,89;0,92;0,11;0,09;0,75;0,04;0,05;0,01;0,70;0,98
Security Guard;0,92;0,78;0,59;0,20;0,13;0,88;0,08;0,00;0,01;0,92;0,98
Security Guard;0,75;0,54;0,76;0,12;0,14;0,73;0,07;0,03;0,03;0,90;0,94
Security Guard;0,78;0,54;0,55;0,11;0,07;0,86;0,07;0,00;0,01;0,82;0,93
Security Guard;0,82;0,74;0,64;0,03;0,07;0,74;0,03;0,02;0,02;0,81;0,97
Security Guard;0,80;0,55;0,95;0,20;0,12;1,00;0,01;0,04;0,05;0,97;0,99
Security Guard;0,61;0,83;0,83;0,01;0,15;0,99;0,03;0,02;0,02;0,82;0,93
Security Guard;0,80;0,89;0,55;0,02;0,08;0,77;0,05;0,03;0,03;0,82;0,99
Security Guard;0,78;0,57;0,70;0,18;0,01;0,90;0,06;0,02;0,01;0,81;0,91
Security Guard;0,67;0,54;0,71;0,20;0,07;0,97;0,09;0,05;0,01;0,88;0,90
Security Guard;0,65;0,89;0,88;0,10;0,14;0,72;0,08;0,03;0,05;0,82;0,96
Security Guard;0,78;0,59;0,80;0,16;0,06;0,99;0,08;0,05;0,02;0,80;0,99
Security Guard;0,91;0,58;0,75;0,03;0,03;0,85;0,05;0,00;0,00;0,82;0,90
Security Guard;0,75;0,83;0,64;0,07;0,03;0,76;0,08;0,02;0,00;0,81;0,93
Security Guard;0,81;0,72;0,79;0,17;0,13;0,96;0,01;0,01;0,03;0,82;0,96
Security Guard;0,62;0,67;0,76;0,02;0,06;1,00;0,02;0,01;0,04;0,76;0,93
Security Guard;0,88;0,54;0,91;0,16;0,06;1,00;0,09;0,05;0,02;0,95;0,93
Security Guard;0,87;0,65;0,58;0,15;0,06;0,89;0,09;0,05;0,03;0,96;0,92
Security Guard;0,71;0,85;0,86;0,08;0,10;0,97;0,08;0,00;0,04;0,93;0,99
Security Guard;0,88;0,56;0,93;0,15;0,12;0,83;0,02;0,02;0,05;0,96;0,88
Security Guard;0,83;0,54;0,58;0,02;0,04;0,93;0,02;0,04;0,04;0,91;0,96
Security Guard;0,65;0,86;0,71;0,20;0,00;0,71;0,05;0,01;0,03;0,93;0,89
Security Guard;0,83;0,56;0,94;0,07;0,12;0,75;0,09;0,03;0,00;0,91;0,90
Security Guard;0,89;0,60;0,60;0,10;0,05;0,81;0,10;0,00;0,03;0,96;0,91
Security Guard;0,64;0,70;0,87;0,16;0,04;0,83;0,09;0,04;0,02;0,92;0,89
Security Guard;0,92;0,72;0,63;0,15;0,02;0,84;0,10;0,02;0,03;0,75;0,89
Security Guard;0,68;0,62;0,77;0,01;0,11;0,99;0,00;0,03;0,05;0,87;0,94
Security Guard;0,65;0,74;0,81;0,03;0,04;0,95;0,01;0,01;0,03;0,85;0,90
Security Guard;0,72;0,56;0,80;0,13;0,06;0,92;0,04;0,03;0,00;0,94;0,90
Security Guard;0,78;0,86;0,92;0,17;0,04;0,95;0,05;0,02;0,01;0,88;0,95
Security Guard;0,71;0,83;0,79;0,18;0,04;0,98;0,09;0,05;0,01;0,70;0,91
Security Guard;0,83;0,85;0,65;0,15;0,13;0,91;0,09;0,03;0,05;0,80;0,96
Security Guard;0,88;0,58;0,60;0,12;0,07;0,75;0,03;0,00;0,02;0,82;0,93
Security Guard;0,63;0,51;0,63;0,17;0,01;0,84;0,07;0,01;0,01;0,82;0,90
Security Guard;0,60;0,52;0,70;0,05;0,14;0,76;0,05;0,00;0,04;0,78;0,92
Security Guard;0,77;0,84;0,77;0,17;0,00;0,90;0,06;0,00;0,03;0,83;0,92
Security Guard;0,80;0,66;0,53;0,19;0,05;0,88;0,04;0,03;0,02;0,91;0,97
Security Guard;0,66;0,64;0,59;0,12;0,04;0,83;0,10;0,00;0,01;0,70;0,99
Security Guard;0,77;0,64;0,83;0,17;0,06;0,92;0,04;0,05;0,04;0,71;0,90
Security Guard;0,84;0,59;0,90;0,07;0,13;0,93;0,10;0,03;0,01;0,93;0,96
Security Guard;0,73;0,53;0,74;0,20;0,04;0,73;0,01;0,01;0,04;0,96;0,97
Security Guard;0,81;0,62;0,59;0,10;0,09;0,94;0,09;0,00;0,04;0,80;0,90
Security Guard;0,93;0,51;0,85;0,14;0,01;0,76;0,09;0,03;0,02;0,92;0,98
Security Guard;0,89;0,73;0,60;0,02;0,00;0,86;0,03;0,03;0,02;0,82;0,90
Security Guard;0,62;0,90;0,55;0,11;0,12;0,83;0,09;0,05;0,05;0,87;0,95
Security Guard;0,73;0,53;0,69;0,16;0,13;0,88;0,09;0,02;0,04;0,71;0,98
Security Guard;0,78;0,66;0,53;0,17;0,15;0,80;0,09;0,01;0,01;0,94;0,96
Security Guard;0,92;0,60;0,92;0,13;0,13;0,95;0,01;0,03;0,03;0,87;0,97
Security Guard;0,65;0,76;0,89;0,18;0,02;0,87;0,07;0,02;0,02;0,70;0,92
Security Guard;0,86;0,78;0,77;0,03;0,05;0,91;0,07;0,05;0,04;0,84;0,88
Security Guard;0,69;0,84;0,61;0,10;0,02;0,96;0,07;0,03;0,01;0,75;0,98
Security Guard;0,88;0,83;0,92;0,05;0,10;0,71;0,06;0,01;0,02;0,85;0,97
Security Guard;0,93;0,60;0,57;0,09;0,05;0,94;0,06;0,00;0,03;0,76;0,99
Security Guard;0,61;0,58;0,82;0,12;0,12;0,91;0,09;0,00;0,02;0,85;0,89
Security Guard;0,63;0,59;0,62;0,12;0,00;0,96;0,07;0,05;0,05;0,72;0,97
Security Guard;0,80;0,66;0,64;0,07;0,08;0,75;0,10;0,02;0,03;0,78;0,92
Security Guard;0,94;0,85;0,66;0,07;0,01;0,92;0,09;0,01;0,04;0,76;0,93
Security Guard;0,93;0,70;0,60;0,05;0,06;0,79;0,05;0,03;0,02;0,80;0,94
Security Guard;0,62;0,66;0,52;0,20;0,15;0,75;0,05;0,05;0,05;0,84;0,91
Security Guard;0,63;0,85;0,89;0,16;0,00;0,73;0,09;0,04;0,01;0,78;0,97
Security Guard;0,88;0,56;0,53;0,09;0,11;0,91;0,02;0,05;0,03;0,74;0,95
Security Guard;0,89;0,70;0,51;0,08;0,05;0,71;0,07;0,05;0,03;0,77;0,92
Security Guard;0,92;0,68;0,86;0,01;0,06;0,95;0,03;0,04;0,03;0,96;0,91
Security Guard;0,78;0,82;0,79;0,02;0,11;0,94;0,06;0,01;0,03;0,71;0,88
Security Guard;0,79;0,74;0,69;0,14;0,06;0,78;0,00;0,04;0,01;0,73;0,89
Security Guard;0,70;0,57;0,90;0,03;0,10;0,80;0,06;0,01;0,00;0,72;0,91
Security Guard;0,95;0,83;0,68;0,20;0,01;0,76;0,03;0,04;0,03;0,84;0,97
Security Guard;0,75;0,60;0,54;0,08;0,03;0,79;0,08;0,03;0,01;0,70;0,93
Security Guard;0,83;0,89;0,51;0,04;0,12;0,87;0,05;0,03;0,01;0,84;0,97
Security Guard;0,68;0,80;0,86;0,05;0,15;0,94;0,01;0,03;0,02;0,93;0,98
Security Guard;0,68;0,86;0,61;0,16;0,02;0,93;0,01;0,01;0,03;0,71;0,97
Security Guard;0,84;0,60;0,67;0,08;0,03;0,94;0,04;0,01;0,01;0,85;0,90
Security Guard;0,69;0,83;0,68;0,13;0,08;0,72;0,00;0,05;0,01;0,70;0,94
Security Guard;0,60;0,51;0,76;0,11;0,06;0,90;0,00;0,00;0,04;0,81;0,93
Security Guard;0,73;0,66;0,68;0,18;0,08;0,94;0,01;0,00;0,04;0,79;0,98
Security Guard;0,67;0,81;0,88;0,02;0,05;0,76;0,03;0,04;0,00;0,79;0,91
Security Guard;0,73;0,71;0,52;0,05;0,14;0,72;0,04;0,00;0,03;0,88;0,91
Security Guard;0,65;0,74;0,73;0,07;0,07;0,95;0,00;0,05;0,03;0,81;0,93
Security Guard;0,72;0,57;0,88;0,19;0,01;0,88;0,07;0,05;0,03;0,96;0,92
Security Guard;0,65;0,74;0,69;0,01;0,11;0,87;0,06;0,04;0,02;0,72;0,90
Security Guard;0,95;0,89;0,51;0,19;0,07;1,00;0,04;0,02;0,01;0,95;0,98
Security Guard;0,65;0,71;0,78;0,13;0,14;0,91;0,03;0,04;0,00;0,77;0,95
Security Guard;0,74;0,90;0,81;0,04;0,04;0,71;0,05;0,05;0,02;0,84;0,89
Security Guard;0,79;0,80;0,65;0,17;0,09;0,92;0,03;0,00;0,03;0,73;0,97
Security Guard;0,89;0,51;0,83;0,15;0,10;0,71;0,09;0,04;0,00;0,91;0,89
Security Guard;0,87;0,77;0,81;0,06;0,03;0,72;0,10;0,03;0,01;0,82;0,94
Security Guard;0,71;0,59;0,56;0,16;0,01;0,72;0,07;0,00;0,03;0,89;0,89
Security Guard;0,83;0,74;0,69;0,02;0,08;0,88;0,04;0,04;0,03;0,71;0,95
Security Guard;0,65;0,58;0,89;0,15;0,01;0,98;0,04;0,02;0,00;0,91;0,98
Security Guard;0,94;0,62;0,67;0,04;0,12;0,70;0,07;0,01;0,03;0,71;0,97
Security Guard;0,77;0,53;0,65;0,03;0,06;0,91;0,08;0,03;0,02;0,84;0,98
Security Guard;0,62;0,90;0,82;0,19;0,14;0,97;0,07;0,03;0,05;0,88;0,96
Security Guard;0,94;0,56;0,93;0,03;0,15;0,76;0,10;0,01;0,01;0,88;0,89
Security Guard;0,80;0,54;0,63;0,10;0,13;0,81;0,05;0,04;0,01;0,97;0,98
Security Guard;0,73;0,70;0,59;0,20;0,04;0,94;0,07;0,05;0,01;0,80;0,88
Security Guard;0,87;0,53;0,72;0,03;0,08;0,98;0,01;0,01;0,01;0,97;0,97
Security Guard;0,90;0,55;0,74;0,16;0,12;0,96;0,01;0,00;0,04;0,96;0,95
Security Guard;0,68;0,81;0,81;0,19;0,05;0,85;0,09;0,03;0,00;0,83;0,95
Security Guard;0,83;0,74;0,54;0,08;0,12;0,86;0,07;0,02;0,03;0,96;0,93
Security Guard;0,90;0,68;0,63;0,14;0,07;0,94;0,08;0,00;0,04;0,77;0,89
Security Guard;0,63;0,63;0,72;0,01;0,10;0,91;0,01;0,04;0,00;0,79;0,97
Security Guard;0,78;0,90;0,88;0,08;0,09;0,84;0,03;0,00;0,03;0,77;0,89
Security Guard;0,86;0,85;0,85;0,16;0,02;0,90;0,05;0,05;0,04;0,77;0,97
Security Guard;0,88;0,59;0,86;0,08;0,13;0,84;0,06;0,01;0,01;0,73;0,97
Security Guard;0,61;0,89;0,68;0,02;0,15;0,92;0,05;0,04;0,02;0,79;0,99
Security Guard;0,85;0,56;0,73;0,02;0,05;0,77;0,10;0,03;0,03;0,73;0,99
Security Guard;0,68;0,80;0,59;0,02;0,01;0,70;0,04;0,01;0,01;0,83;0,96
Security Guard;0,94;0,83;0,80;0,07;0,09;0,99;0,10;0,01;0,04;0,81;0,97
Security Guard;0,90;0,64;0,94;0,03;0,02;0,94;0,03;0,02;0,04;0,91;0,90
Security Guard;0,65;0,55;0,60;0,17;0,14;0,93;0,01;0,05;0,04;0,96;0,97
Security Guard;0,75;0,67;0,58;0,08;0,00;0,96;0,05;0,03;0,01;0,78;0,95
Security Guard;0,63;0,56;0,86;0,09;0,15;0,86;0,09;0,00;0,02;0,82;0,96
Security Guard;0,91;0,85;0,55;0,10;0,15;0,82;0,05;0,02;0,00;0,81;0,96
Security Guard;0,94;0,64;0,80;0,01;0,10;0,94;0,01;0,05;0,04;0,92;0,89
Security Guard;0,72;0,74;0,58;0,20;0,06;0,98;0,05;0,03;0,00;0,89;0,95
Security Guard;0,68;0,65;0,68;0,16;0,11;0,79;0,00;0,03;0,04;0,93;0,94
Security Guard;0,75;0,89;0,63;0,07;0,05;1,00;0,01;0,05;0,05;0,94;0,99
Security Guard;0,95;0,75;0,52;0,08;0,01;0,89;0,10;0,02;0,00;0,96;0,93
Security Guard;0,79;0,52;0,55;0,18;0,12;0,86;0,09;0,00;0,03;0,78;0,95
Security Guard;0,60;0,60;0,88;0,09;0,10;0,72;0,01;0,03;0,04;0,73;0,94
Security Guard;0,75;0,63;0,63;0,02;0,02;0,89;0,09;0,01;0,00;0,71;0,93
